"","name","type","allele1","allele2","rpkm","info"
"4936","KYSE30","C","04:01","08:03'",52.93,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4937","KYSE510","A","33:03","33:03",49.02,""
"4938","KYSE510","B","44:03'","35:01'",20.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4939","KYSE510","C","14:03'","14:03",66.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4940","KYSE510","DQB1","06:04'","06:04",0.45,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4941","786O","A","03:01","03:01",201.9,""
"4942","786O","B","44:02","07:02",49.22,""
"4943","786O","C","05:01","07:02",36.04,""
"4944","CAKI1","A","23:01","24:02",146.52,""
"4945","CAKI1","B","44:03'","35:02'",61.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4946","CAKI1","C","04:01","04:01",90.57,""
"4947","CAKI1","DRB1","11:118","11:118",0.1,""
"4948","TK10","A","33:01'","33:01",76.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4949","TK10","B","14:02","14:02",80.39,""
"4950","TK10","C","08:02'","08:02",36.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4951","TK10","DQB1","05:01","05:01",4.72,""
"4952","TK10","DRB1","01:02","01:02",0.26,""
"4953","HCC1011","A","01:01","32:01",170.11,""
"4954","HCC1011","B","08:01","40:02'",97.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4955","HCC1011","C","02:02","07:01'",73.48,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4956","HCC1011","DQB1","05:03","05:03",10.61,""
"4957","HCC1011","DRB1","14:01","03:02'",0.42,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4958","HCC12","A","03:01","03:01",362.96,""
"4959","HCC12","B","47:01","40:15'",178.56,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4960","HCC12","DQB1","02:02'","02:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4961","HCC12","C","06:02","06:02",207.68,""
"4962","HCC1319","B","14:02","14:02",311.19,""
"4963","HCC1319","DQB1","05:01","05:01",38.85,""
"4964","HCC1319","DRB1","01:02","01:02",48.31,""
"4965","HCC1319","A","68:01","68:01",369.4,""
"4966","HCC1319","C","08:02'","08:02",157.69,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4967","HCC89","B","08:01","18:01",185.81,""
"4968","HCC89","A","32:01","02:01",123.98,""
"4969","HCC89","DRB1","11:02'","11:02",0.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4970","HCC89","C","07:01'","05:01",159.55,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4971","C3A","A","02:19'","24:02",182.22,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4972","C3A","B","35:14'","15:137",0.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4973","C3A","C","16:02","04:01",34.36,""
"4974","C3A","DQB1","06:04'","06:04",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4975","C3A","DRB1","15:02","15:02",0.04,""
"4976","HEPG2","A","02:19'","24:02",149.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4977","HEPG2","B","51:08'","35:14'",2.15,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4978","HEPG2","C","16:02","04:01",45.5,""
"4979","HEPG2","DQB1","06:04'","06:04",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4980","ABC1","DRB1","08:01'","08:01",0.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4981","ABC1","A","24:02","24:02",9.69,""
"4982","ABC1","B","58:05","37:04",2.02,""
"4983","ABC1","C","07:02","07:02",89.35,""
"4984","COLO699","DRB1","14:76","14:76",0.11,""
"4985","COLO699","A","02:01","02:01",74.9,""
"4986","COLO699","B","07:02","37:04",7.84,""
"4987","COLO699","C","07:02","06:02",42.1,""
"4988","COLO699","DQA1","04:01","04:01",0.04,""
"4989","COLO699","DQB1","03:02'","03:02",0.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4990","HCC2270","A","03:01","01:01",46.48,""
"4991","HCC2270","C","06:02","07:01'",75.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4992","HCC2270","B","50:01","08:01",40.83,""
"4993","HCC2302","B","07:02","14:02",100,""
"4994","HCC2302","C","07:02","07:02",112.67,""
"4995","HCC2302","A","03:01","03:01",113.92,""
"4996","HCC2302","DRB1","15:01'","13:07",1.51,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4997","HCC2302","DQB1","06:02'","06:02",2.01,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4998","HCC364","DRB1","11:04'","03:17'",56.36,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"4999","HCC364","A","24:02","24:02",244.25,""
"5000","HCC364","C","04:01","04:01",169.24,""
"5001","HCC364","DQA1","05:01","05:01",1.42,""
"5002","HCC364","B","35:02'","35:02",106.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5003","HCC364","DQB1","03:01","03:01",27.4,""
"5004","HCC4011","C","05:01","02:02",508.02,""
"5005","HCC4011","DQB1","03:09'","03:09",0.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5006","HCC4011","B","44:02","40:02",468.52,""
"5007","HCC4011","DRB1","11:01'","07:01",3.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5008","HCC4011","A","02:01","32:01",406.18,""
"5009","HCC461","A","03:01","03:01",420.03,""
"5010","HCC461","B","40:01","07:02'",154.62,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5011","HCC461","C","03:04","07:02",127.75,""
"5012","HCC461","DRB1","15:01","13:02'",8.61,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5013","HCC461","DQB1","06:13'","06:13",1.58,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5014","HCC515","B","51:01","51:01",9.35,""
"5015","HCC515","C","15:02","15:02",21.82,""
"5016","HCC515","A","11:01","11:01",29.32,""
"5017","HCC515","DRB1","15:01'","15:01",0.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5018","MOR","A","02:01","02:01",202.38,""
"5019","MOR","B","44:02","08:01",26.7,""
"5020","MOR","C","05:01","07:01'",37.68,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5021","NCIH1373","A","68:02","68:02",140.6,""
"5022","NCIH1373","B","15:10'","53:01'",35.25,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5023","NCIH1373","C","03:04'","04:01",60.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5024","NCIH1373","DQA1","01:03'","01:03",3.59,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5025","NCIH1373","DQB1","05:03","06:08'",31.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5026","NCIH1373","DRB1","14:01'","13:01",78.71,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5027","NCIH2009","A","03:01","03:01",305.57,""
"5028","NCIH2009","B","07:02","07:02",172.94,""
"5029","NCIH2009","C","07:02","07:02",110.39,""
"5030","NCIH2009","DQB1","06:13'","06:13",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5031","NCIH820","A","01:01","01:01",151.6,""
"5032","NCIH820","B","08:01","08:01",87.56,""
"5033","NCIH820","C","07:06'","07:06",124.58,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5034","NCIH820","DRB1","03:01","03:01",1.11,""
"5035","RERFLCOK","A","03:02'","24:02",76.01,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5036","RERFLCOK","B","08:01","35:08'",62.45,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5037","RERFLCOK","C","07:01'","03:03",77.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5038","RERFLCOK","DRB1","04:22","04:22",0.04,""
"5039","VMRCLCD","A","02:01'","02:01",70.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5040","VMRCLCD","B","44:02","07:02",5.72,""
"5041","VMRCLCD","C","07:02","05:01",25.62,""
"5042","VMRCLCD","DQB1","06:02'","06:02",1.23,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5043","HCC193","A","24:02","01:01",160.08,""
"5044","HCC193","DRB1","15:01","04:03'",7.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5045","HCC193","C","03:04'","07:01'",85.84,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5046","HCC193","DQA1","03:02'","01:02'",0.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5047","HCC193","DQB1","06:11'","06:11",2.51,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5048","HCC193","B","40:01'","08:01",129.56,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5049","A427","DRB1","11:02","11:02",0.21,""
"5050","A427","B","35:03","35:03",18.51,""
"5051","A427","C","12:03","12:03",32.91,""
"5052","A427","DQA1","01:02'","01:02",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5053","A427","A","03:01","03:01",189.89,""
"5054","A427","DQB1","06:08'","06:08",0.75,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5055","A549","A","30:01","25:01",17.11,""
"5056","A549","B","07:02'","44:03'",0.61,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5057","A549","C","12:03","12:03",12.88,""
"5058","A549","DQB1","02:02'","02:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5059","A549","DRB1","03:02'","03:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5060","CALU1","DRB1","14:04'","03:17'",29.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5061","CALU1","C","03:04","16:01'",181.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5062","CALU1","DQA1","01:01'","02:01",0.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5063","CALU1","DQB1","05:03","05:03",3.58,""
"5064","CALU1","A","26:01","29:02",164.48,""
"5065","CALU1","B","44:03'","15:01",65.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5066","NCIH460","A","68:01'","24:02",127.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5067","NCIH460","B","51:01'","35:01",15.95,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5068","NCIH460","C","15:02","03:03",47.06,""
"5069","NCIH460","DQB1","05:01","05:01",0.1,""
"5070","NCIH460","DRB1","01:01","01:01",0.34,""
"5071","CORL26","B","08:01","08:01",1086.4,""
"5072","CORL26","C","07:01'","07:01",372.59,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5073","CORL26","DQA1","01:02","04:01",89.38,""
"5074","CORL26","DQB1","06:02","04:02",61.64,""
"5075","CORL26","A","01:01","01:01",491.58,""
"5076","CORL26","DRB1","08:01'","15:01",74.88,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5077","HCC4017","C","07:02","07:02",146.96,""
"5078","HCC4017","DQA1","01:02'","01:02",2.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5079","HCC4017","B","07:02","07:02",307.95,""
"5080","HCC4017","DQB1","06:02'","06:02",19.57,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5081","HCC4017","A","29:02","29:02",256.79,""
"5082","HCC4017","DRB1","15:01","13:07",71.09,""
"5083","NCIH2122","A","03:01","01:01",93.41,""
"5084","NCIH2122","B","08:01","07:02",4.57,""
"5085","NCIH2122","C","07:01'","07:01",54.99,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5086","NCIH920","A","24:02","03:01",491.01,""
"5087","NCIH920","B","27:05","35:01",31.39,""
"5088","NCIH920","C","02:02","04:01",140.63,""
"5089","NCIH920","DQA1","03:02'","03:02",0.15,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5090","NCIH920","DQB1","03:02'","05:01",1.55,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5091","NCIH920","DRB1","01:01","04:01'",0.98,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5092","H322T","A","29:02","29:02",19.6,""
"5093","H322T","B","44:03'","40:01'",19.84,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5094","H322T","C","16:01","16:01",63.65,""
"5095","H322T","DRB1","11:67","11:67",0.05,""
"5096","HCC15","C","05:01","05:01",51.93,""
"5097","HCC15","B","15:17","15:17",46.99,""
"5098","HCC15","A","30:02","30:02",187.3,""
"5099","HCC2885","A","03:01","02:01'",79.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5100","HCC2885","C","02:02","08:02'",56.41,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5101","HCC2885","B","14:02","27:05",29.18,""
"5102","HCC44","B","35:03'","35:03",55.26,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5103","HCC44","A","24:02","24:02",364.82,""
"5104","HCC44","C","04:01","04:01",120.04,""
"5105","HCC44","DRB1","12:01'","03:17'",1.37,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5106","KNS62","A","26:01","26:01",29.54,""
"5107","KNS62","B","46:01","15:01'",40.46,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5108","KNS62","C","01:02","01:02",41.71,""
"5109","KNS62","DQB1","06:01","06:01",0.11,""
"5110","KNS62","DRB1","13:13","13:13",0.66,""
"5111","LXFL529","A","01:01'","01:01",49.37,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5112","LXFL529","B","37:01","14:02'",0.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5113","LXFL529","C","06:02","06:02",9.29,""
"5114","NCIH1435","A","01:01","01:01",102.15,""
"5115","NCIH1435","B","08:01","37:04",4.32,""
"5116","NCIH1435","C","07:01'","07:01",30.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5117","NCIH1435","DRB1","11:07","11:07",0.03,""
"5118","NCIH1568","A","03:01","32:01",5.93,""
"5119","NCIH1568","B","08:01","07:02",5.48,""
"5120","NCIH1568","C","07:01'","07:01",35.77,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5121","NCIH1568","DQB1","06:13'","06:13",0.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5122","NCIH1568","DRB1","15:01'","15:01",0.86,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5123","NCIH1581","A","26:01","02:01'",30.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5124","NCIH1581","B","44:02","38:01",5,""
"5125","NCIH1581","C","05:01","12:03",12.31,""
"5126","NCIH1770","A","32:01","32:01",13.49,""
"5127","NCIH1770","B","15:01'","xx",0.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5128","NCIH1770","C","03:03","03:03",0.98,""
"5129","NCIH2135","A","03:01","03:01",217.08,""
"5130","NCIH2135","B","41:01","41:01",22.23,""
"5131","NCIH2135","C","17:01","17:01",20.88,""
"5132","NCIH322T","A","29:02","29:02",20.89,""
"5133","NCIH322T","B","44:03'","44:03",11.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5134","NCIH322T","C","16:01","16:01",30.21,""
"5135","CORL279","A","01:01","02:01",47.21,""
"5136","CORL279","B","58:05","35:08",0.25,""
"5137","CORL279","C","07:01'","01:02",8.9,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5138","CORL279","DRB1","15:01'","09:01",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5139","CORL88","A","01:01","01:01",68.95,""
"5140","CORL88","B","58:05","37:04",0.83,""
"5141","CORL88","C","07:06'","07:06",33.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5142","CPCN","A","30:02","01:01",8.63,""
"5143","CPCN","B","08:01","18:01",1.26,""
"5144","CPCN","C","07:01'","05:01",14.42,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5145","DMS273","A","03:01","23:01",191.85,""
"5146","DMS273","B","35:03","44:03'",29.58,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5147","DMS273","C","04:01","04:01",126.08,""
"5148","DMS273","DRB1","07:01","07:01",0.04,""
"5149","DMS454","A","24:02","02:01",312.74,""
"5150","DMS454","B","18:01","51:01",111.73,""
"5151","DMS454","C","12:03","14:02",149,""
"5152","DMS53","A","03:01","03:01",942.37,""
"5153","DMS53","B","35:03'","08:01",505.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5154","DMS53","C","04:01","07:01'",270.39,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5155","DMS53","DQA1","01:02'","01:02",0.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5156","DMS53","DQB1","06:02","06:02",19.61,""
"5157","DMS53","DRB1","15:01","15:01",6.66,""
"5158","DMS79","A","01:01","02:01",27.64,""
"5159","DMS79","B","08:01","35:01'",3.52,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5160","DMS79","C","07:01'","04:01",16.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5161","DMS79","DQB1","03:09'","05:03'",0.47,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5162","DMS79","DRB1","11:30'","11:30",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5163","HCC33","C","07:02","07:02",0.44,""
"5164","HCC33","A","24:02","03:01",4.36,""
"5165","HCC33","B","07:02","07:02",0.11,""
"5166","NCIH187","A","03:01","24:02",67.37,""
"5167","NCIH187","B","07:02","37:04",1.42,""
"5168","NCIH187","C","07:02","07:02",11.42,""
"5169","NCIH187","DQA1","01:02'","01:02",0.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5170","NCIH187","DQB1","06:02'","06:02",2.46,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5171","NCIH187","DRB1","15:01'","03:17'",0.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5172","NCIH1882","A","02:01","03:01",91.51,""
"5173","NCIH1882","B","07:02","35:01'",89.44,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5174","NCIH1882","C","04:01","07:02",72.71,""
"5175","NCIH1882","DQB1","06:07'","06:07",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5176","NCIH2198","A","01:01","02:24'",114.76,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5177","NCIH2198","B","08:01","07:02",80.12,""
"5178","NCIH2198","C","07:01'","07:01",161.34,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5179","NCIH2198","DQA1","02:01","05:02'",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5180","NCIH2198","DQB1","02:01'","02:01",0.47,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5181","NCIH2198","DRB1","03:01'","07:01",11.52,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5182","NCIH345","A","23:01","02:01",15.93,""
"5183","NCIH345","B","58:05","07:55",0.2,""
"5184","NCIH345","C","07:01'","02:02",6.98,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5185","NCIH446","A","03:01","03:01",77.12,""
"5186","NCIH446","B","07:02","51:01'",1.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5187","NCIH446","C","03:04","03:04",4.6,""
"5188","NCIH510A","A","01:01","01:01",35.13,""
"5189","NCIH510A","B","58:05","37:04",0.37,""
"5190","NCIH510A","C","07:01'","07:01",16.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5191","NCIH847","A","23:01","03:01",12.78,""
"5192","NCIH847","B","44:03'","07:02",0.19,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5193","NCIH847","C","04:01'","07:02",0.42,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5194","NCIH847","DQB1","02:02'","02:02",1.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5195","NCIH889","A","02:01","02:01",45.11,""
"5196","NCIH889","B","08:01","07:02",6.36,""
"5197","NCIH889","C","07:01'","07:01",28.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5198","NCIN417","A","26:01","23:01",24.35,""
"5199","NCIN417","B","08:01'","08:01",0.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5200","NCIN417","C","07:01'","07:01",0.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5201","SCLC22H","A","01:01","32:01",41.46,""
"5202","SCLC22H","B","35:86","27:05",0.65,""
"5203","SCLC22H","C","02:02","02:02",31.17,""
"5204","NCIH226","A","24:02","01:01",201.44,""
"5205","NCIH226","B","39:01","07:02",95,""
"5206","NCIH226","C","12:03","07:02",94.46,""
"5207","NCIH226","DQB1","06:13'","06:13",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5208","NCIH226","DRB1","15:01'","15:01",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5209","NCIH2369","A","68:01'","24:02",351.7,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5210","NCIH2369","B","08:01","37:01",330.36,""
"5211","NCIH2369","C","07:01'","06:02",254.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5212","NCIH2369","DQA1","05:02'","01:02'",0.26,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5213","NCIH2369","DQB1","06:02'","06:02",0.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5214","NCIH2369","DRB1","15:01","01:01",3.25,""
"5215","NCIH2373","A","30:01","02:01",92.76,""
"5216","NCIH2373","B","41:01","55:01",51.84,""
"5217","NCIH2373","C","17:01","03:03",30.99,""
"5218","NCIH2373","DRB1","14:76","14:76",0.03,""
"5219","NCIH2461","A","01:01","02:01'",73.41,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5220","NCIH2461","B","44:02","08:01",78.49,""
"5221","NCIH2461","C","05:01","07:01'",58.61,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5222","NCIH2595","A","02:01","29:02",93.17,""
"5223","NCIH2595","B","44:03'","35:01'",6.87,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5224","NCIH2595","C","04:01","16:01",57.52,""
"5225","NCIH2596","A","30:02'","01:01",126.87,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5226","NCIH2596","B","27:05","49:01",53.91,""
"5227","NCIH2596","C","02:02","07:06'",73.65,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5228","NCIH2596","DQA1","01:02'","01:02",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5229","NCIH2596","DQB1","06:13'","06:13",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5230","NCIH2596","DRB1","13:02'","15:01'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5231","NCIH2722","A","24:02","32:03'",11.11,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5232","NCIH2722","B","15:01'","35:04'",2.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5233","NCIH2722","C","04:01","03:03",19.44,""
"5234","NCIH2795","A","68:01'","24:02",107.65,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5235","NCIH2795","B","40:01'","35:01",19.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5236","NCIH2795","C","04:01","03:04",53.75,""
"5237","NCIH2803","A","68:01'","68:01",359.29,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5238","NCIH2803","B","51:01","35:01",157.04,""
"5239","NCIH2803","C","04:04'","15:02",158.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5240","NCIH2803","DQB1","05:01","05:01",0.2,""
"5241","NCIH2803","DRB1","10:01","10:01",0.12,""
"5242","NCIH2804","A","03:01","02:01'",255.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5243","NCIH2804","B","51:01","35:01",163.97,""
"5244","NCIH2804","C","04:01","14:02",235.42,""
"5245","NCIH2804","DQB1","06:04'","06:04",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5246","NCIH2804","DRB1","01:01","01:01",1.44,""
"5247","NCIH2810","A","02:05'","24:02",342,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5248","NCIH2810","B","50:01","35:02'",231.98,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5249","NCIH2810","C","04:01","06:02",292.22,""
"5250","NCIH2810","DQB1","06:04'","06:04",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5251","UMC11","A","03:02'","29:02",71.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5252","UMC11","B","35:08'","51:09'",0.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5253","UMC11","C","04:01'","16:01",5.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5254","HCC1534","A","30:04","30:04",303.31,""
"5255","HCC1534","B","41:01","41:01",60.71,""
"5256","HCC1534","DQB1","03:03'","03:03",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5257","HCC1534","DRB1","11:02'","11:02",1.83,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5258","HCC1534","C","17:01","17:01",106.48,""
"5259","BJAB","DRB1","13:02'","12:01'",29.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5260","BJAB","B","13:02","35:01'",29.45,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5261","BJAB","C","04:01","06:02",19.78,""
"5262","BJAB","DQA1","01:02","05:01",17.83,""
"5263","BJAB","A","02:01'","01:01",41.46,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5264","BJAB","DQB1","06:04'","03:01",5.95,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5265","DB","A","02:01","02:01",4.82,""
"5266","DB","B","18:01'","07:02'",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5267","DB","C","05:01","07:14'",0.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5268","DB","DQA1","05:02'","05:02",0.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5269","DB","DQB1","02:02'","02:02",0.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5270","DB","DRB1","13:27'","11:02'",0.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5271","KARPAS1106P","A","24:02","03:01",116.56,""
"5272","KARPAS1106P","B","51:01","35:01",147.54,""
"5273","KARPAS1106P","C","04:01","16:02",198.38,""
"5274","KARPAS1106P","DQA1","05:01","03:02'",6.34,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5275","KARPAS1106P","DQB1","03:02'","03:02",1.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5276","KARPAS1106P","DRB1","03:17","03:17",1.81,""
"5277","MHHPREB1","A","02:01'","02:01",19.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"5278","MHHPREB1","B","35:03'","35:03",20.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
